"prix","produits","régions","Unit","Date","Value"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M6","195.3125"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M7","196.818181818182"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M8","207.352941176471"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M9","200"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M10","197.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M11","168.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2019M12","187.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M1","195"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M2","178.846153846154"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M3","176.470588235294"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M4","176.470588235294"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M5","229.444444444444"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M6","229.444444444444"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M7","225"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M8","202.272727272727"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M9","198.333333333333"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M10","183.333333333333"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M11","179.545454545455"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2020M12","191.666666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M1","209.375"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M2","194.642857142857"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M3","196.666666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M4","200"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M5","197.727272727273"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M6","193.75"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M7","217"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M8","235"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M9","254"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M10","258"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M11","175"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2021M12","200"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M1","200"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M2","200"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M3","207.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M4","260.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M5","325"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M6","350"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M7","337.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M8","350"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M9","350"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M10","354.166666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M11","303.125"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2022M12","317.5"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M1","370"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M2","350"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M3","378.125"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M4","341.666666666667"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M5","340.625"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M6","359.375"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M7","406.25"
"Prix au détail du produit local","Maïs","TAMBACOUNDA","FCFA/kg","2023M8","328.125"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M1","191.875"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M2","199.6875"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M3","207.142857142857"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M4","211.111111111111"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M5","245"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M6","265"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M7","262.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M8","263.888888888889"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M9","269"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M10","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M11","248.571428571429"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2016M12","207.058823529412"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M1","210.294117647059"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M2","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M3","221.875"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M4","237.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M5","208.333333333333"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M6","218.181818181818"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M7","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M8","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M9","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M10","235"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M11","240.9375"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2017M12","231.666666666667"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M2","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M3","205"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M4","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M5","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M6","228.571428571429"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M7","240"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M11","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2018M12","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M1","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M2","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M3","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M4","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M5","200"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M6","207.142857142857"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M7","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M8","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M9","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M10","237.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M11","233.333333333333"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2019M12","232.692307692308"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M1","237.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M2","235"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M3","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M4","225"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M7","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M8","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M9","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M10","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M11","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2020M12","226.666666666667"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M1","240"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M2","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M3","240.909090909091"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M4","237.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M5","256.25"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M6","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M7","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M8","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M9","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M10","259"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M11","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2021M12","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M1","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M2","250"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M3","284.615384615385"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M4","300"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M5","322.222222222222"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M6","371.428571428571"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M7","385.714285714286"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M8","378.571428571429"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M9","481.818181818182"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M10","450"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M11","358.928571428571"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2022M12","356.25"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M1","350"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M2","350"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M3","350"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M4","400"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M5","393.333333333333"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M6","412.5"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M7","366.666666666667"
"Prix au détail du produit local","Maïs","THIES","FCFA/kg","2023M8","350"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M1","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M2","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M3","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M4","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M5","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M6","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M7","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M8","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M9","263"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M10","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M11","268.75"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2016M12","268.75"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M1","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M2","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M3","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M4","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M5","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M6","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M7","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M8","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M9","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M10","255"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M11","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2017M12","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M1","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M2","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M3","283.333333333333"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M4","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M5","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M6","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M7","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M8","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M9","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M10","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M11","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2018M12","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M1","262.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M2","233.333333333333"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M3","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M4","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M5","225"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M6","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M7","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M8","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M9","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M10","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M11","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2019M12","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M1","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M2","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M3","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M4","250"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M5","325"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M6","325"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M7","293.75"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M8","285.714285714286"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M9","286.111111111111"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M10","266.666666666667"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M11","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2020M12","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M1","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M2","287.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M3","281.25"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M4","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M5","275"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M6","287.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M7","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M8","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M9","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M11","300"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2021M12","288"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M1","287.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M2","350"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M3","312.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M4","350"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M5","393.75"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M6","468.75"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M7","412.5"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M8","440"
"Prix au détail du produit local","Maïs","ZIGUINCHOR","FCFA/kg","2022M9","462.5"
